1,my daughter & i enjoy pf chang 's each time we dine there together .
1,great place for lunch as well .
1,the service here was fantastic .
1,great for a quick cut .
1,these guys are the best !
1,"perfectly delicious food , reminds me of a true french bakery ."
1,our waiter was very attentive and friendly .
0,worst part ?
0,not cool .
1,this is the best place we 've ever taken our cars to .
0,two of us were there early and rudely treated by the hostess .
0,"_num_ weeks later , no title ?"
1,"trust me , i will go here more often ."
1,"my desert was creme brulee , which was very good ."
1,i love this place !
0,"apparently , we were out of luck ."
0,also they are n't following corporate policy .
0,service was extremely poor and bar service was also extremely poor .
1,"everything is made to order , with fair portions , and great prices ."
1,recommended .
0,evening started pretty badly and did not get much better .
1,the pastries are really tasty as well but pricier .
1,i would absolutely recommend this place and plan to come back myself sometime .
0,"this time , it was ridiculous ."
0,dip for the chips are cold and beer is room temperature .
1,it is the best white pizza i have ever had .
0,sent it back and had no time to wait for another dish .
0,the light roast coffee was cold .
1,we will definitely be back here !
1,this place is the best !
1,that is a huge plus for me .
1,they are delicious .
1,nice work guys .
1,it is extremely memorable .
1,so happy i found this place .
1,this place is the shit for real .
1,customer service was great as well !
1,the beer was very good .
0,i will not return to this place again .
0,this is the absolute worst steak n shake i 've ever been to .
1,awesome service .
0,we ordered drinks and she was unhappy that we did .
0,service was indifferent .
0,ugh .
0,i ca n't even rate this place !
0,"the food was uninspired , tired , and ordinary ."
1,"his dad and myself had a saying , my pride and joy ."
0,he immediately brought our waters over and we ordered drinks .
1,wonderful shop !
0,"i 'd give the comedians _num_ stars , and the food zero stars ."
1,this place is amazing !
1,we love their r & bs special pizza .
1,the food is always so delicious always leave feeling extremely satisfied .
0,it was filing hot and load with chicken and bacon .
1,all of it was really good .
1,love it .
1,i highly recommend their chicken sliders and you have to try their tempura shrimp .
1,the staff is very friendly and helpful .
0,it was hot in there and i do n't think they have ac .
1,this is my new place !
0,"oh whole foods , you are so so very overpriced ."
1,"third , the flavor overall was perfect , not too sweet ."
0,"save yourself a lot of time , money and pain ."
1,"bottom line , the pierogies are amazing and authentic ."
1,thanks casbah !
0,extremely rude and condescending over the phone .
1,"this is a very small , yet nice store ."
1,this place is a keeper !
0,as others have said you never know what kind of service you will get .
0,"not even a large one , either !"
1,what a fun place !
1,it was great .
1,everything in the gallery was amazing .
0,our party arrived about _num_ minutes before our 5:30 reservations .
0,"we were willing to try again , so we went for dinner tonight ."
0,i also thing d & b is n't the cleanest place either .
1,they have fantastic customer service .
0,as i said above : it 's worse than the bureau of motor vehicles .
1,sign me up !
0,this is a terrible shelter .
1,reasonable prices & delicious food .
1,i love the glass center .
0,"unfortunately , the good feelings did n't last long ."
0,i made the mistake of going -- once -- on a weekend .
0,they really need to pull some tables out of there to make more room .
1,the menu has really great seafood selections and is printed daily .
0,they most certainly sat in broth for hours .
0,"overall , shopping there is a poor experience ."
0,the manager was rude when giving me my order .
1,both very good .
1,"also , the desserts are mandatory !"
0,that 's why i gave it two stars instead of one .
1,"the food is basic and simple , but it is delicious ."
0,"there were no complaints with the chicken , the only star of this evening ."
0,but that 's not the worst .
0,_num_ .
1,"the best part , tho , is the vast improvement in draft beer selection ."
1,love their salads as well .
0,we also sent an order of chicken fingers back ... dryer than sand .
0,"the crab cakes were definitely frozen , and not made from blue crab ."
0,are you kidding me ?
0,disgusting .
1,the staff was very friendly and helpful doing the estimate .
1,honest and helpful mechanics .
1,this place did a superb job with her !
0,very disappointed in his attitude more then anything .
0,my boyfriend had their philly cheesesteak and he could n't finish it .
0,bland food and poor service .
1,decor is cute .
1,they 're always very patient when we ask lots of questions .
0,"while i 've been to better bakeries , i will definitely be back ."
0,it was just ordinary .
0,the lady i spoke to was rude and unprofessional .
0,"asked for risotto and got some pasta , not sure what ."
0,the wine list did not include descriptions .
1,this place is it !
1,the shop is clean and comfortable .
0,they even screwed my order .
1,i 'll definitely be returning soon !
0,i am not a young hip person and felt very out of place there .
0,the _num_ of us got to bar louie at 8:30 .
0,"though the food was adequate , it 's not the same ."
0,they did n't remake anything .
1,now here 's a place that knows what it is .
1,"these guys fit me in that afternoon , and coordinated the rental too ."
1,"i love , love , love my puppy ."
0,"sub par at best , go to any of the other big burrito restaurants ."
1,server is really nice also .
1,it 's a nice little neighborhood .
1,the bread that they bring to the table is delicious too !
0,service was just barely adequate on this visit .
1,fast and friendly service .
1,they also serve some pretty good nachos .
1,"everything is delicious , we 've never been dissatisfied ."
0,something happened and the wings are small dry and just generally bad .
1,"the food was outstanding , as per usual !"
0,went in to have a slow leak fixed on a tire .
1,"fair prices and a big selection of meats , cheeses and side dishes ."
1,highly recommended .
0,they have offered $ _num_ a shirt for the shirts they lost .
0,the outer shell was soggy and the filling made me gag a little .
0,i probably will not return .
1,"everything tastes homemade , yet from the nicest home in the city ."
1,these guys are great !
1,friendly and fresh .
1,very good cheap food .
1,it 's amazing .
0,forget the fact that mcdonald 's food is n't great .
0,"if it would have been me alone , i would have walked out ."
1,and i see you have the retro tees too .
1,extremely helpful staff that knows exactly what shoes are comfortable yet stylish .
0,i would hate to lose this place !
1,everyone is friendly and knowledgable .
1,good prices for the amount of food you get .
1,you could tell that they cared about doing a good job .
0,not a lot of fat on them .
0,there are just too many misses in my book though .
0,rice is a little plain but i just add some soy sauce .
0,i ate at this restaurant last night with three dining companions .
0,the filet was decent but not $ _num_ worth of decent .
1,"excellent fish sandwich , wonderful reuben sandwich , even the stuffed cabbage tastes homemade ."
0,do n't take it out on the person they are incorrectly calling .
0,"an average price , i 'm ok with that ."
1,great baked goods and a nice staff .
1,great beer selection and fun bartenders .
0,"my appointment was at 8:30 am , i was on time ."
0,then told me it probably did n't start because it was sitting so long .
1,"beautiful items , throughout ."
1,it will change your freaking life !
0,i ordered the kung pao chicken and crab rangoon .
0,"our server , was friendly ."
0,"they are n't rated properly , just easy , medium , or hard ."
0,"_num_ minutes later , our food and the bill arrived ."
1,the menu has lots of choices and the food is great !
0,the toppings were in the bland category .
1,great place .
0,"the hummus was okay , and our main plate seemed to be microwaved ."
0,the food was bad .
0,i would go here if the service was faster and better .
1,i 'd recommend this place to anyone .
0,breakfast was pathetic .
1,came here for the first time and fell in love !
1,"the cappuccino was hot and satisfying ( good quality beans , strong ) ."
0,overpriced and overwhelming .
0,it did not even look appetizing .
1,"great service , friendly staff , great food , great prices ."
1,burgers are great too .
0,not to mention my allergies were in full effect .
1,you name it they 've got it .
0,this place has gone significantly down hill .
0,i handed it to her and walked out .
1,i would definitely eat here again .
1,this place is wonderful .
0,i have never visited a store with such a bad staff .
0,it 's why they have parking lots in the first place .
1,"they have a great wine list , as well ."
0,"do n't waste your time , or risk your health ."
1,the flights are priced exceptionally well .
1,we got just what we wanted : quick service and some good eats .
0,"it was n't terrible , inedible food , it was just ... ."
1,its worth calling ahead on the holidays .
1,food is made to order but it comes out fresh and hot !
1,jeep sounded great when i got it back .
1,thanks for making me feel at home .
1,pizza is square cut and the corners are the best .
0,disgusting .
1,the shop is quite small but amazing service can be provided .
0,lame .
1,ordered delivery when staying at the sheraton station square .
0,_num_ .
1,love the ambiance and food !
1,the salad was huge and fed us both easily .
0,people are rude there as well .
1,this place rocks !
1,the place looked nice .
0,white slim fit shirt looked ridiculous .
1,"really good salads , sandwiches and burgers ."
1,"went to their cheese market , and was pleasantly surprised with the selection ."
0,sweet and sour chicken was just the same minus the kick .
0,$ _num_ for one meatball and three bites of pasta .
1,btw - the staff is the best .
0,i was just really turned off from that experience .
0,this location though has horribly slow service .
1,"good food , good service , and always an enjoyable visit ."
1,service was attentive and the setting nice .
0,here 's the catch ... there was no sauce !
1,i do love the following .
0,not the crusty italian bread .
0,my expectations for mcdonalds are t rarely high .
1,great experience !
0,this vet is only out for the money .
1,highly recommended .
0,we left and nothing was even said about why we never got our food .
0,there was no one filling up water .
1,each bite was perfect -- flavorful and expertly cooked .
1,"also , they accept cats !"
0,i think it is ridiculous that they say they need more clients !
0,"their food , service , and hours are inconsistent ."
0,no dipping oil with herbs and spices .
1,the flowers were lovely .
0,the barista came off dishonest and unfriendly with the up sell push .
1,i highly recommend you stop by and give it a try !
1,highly recommend !
0,this is probably the worst business in carnegie .
0,bland food .
1,trust worthy .
1,i would recommend this if you enjoy european food in general .
1,damn time flies when you 're having fun ... .
0,avoid at all costs !
0,the one other time that i had been there the service was so-so .
0,the waitress was extremely rude .
1,the coffee was really good and the mimosas were strong .
0,the only thing they did n't mess up on our order was the rice .
1,great atmosphere and friendly service every time i go !
1,it 's always good the second day !
0,worst pizza i 've had in pittsburgh .
1,"i 've been going here for years , and every visit is a pleasure ."
1,"very , very cool bar louie !"
0,it 's pretty much a crap shoot .
0,instead of _num_ .
1,the bread was warm and fresh .
1,pretty good wine list too !
1,overall very happy to have vincent in the neighborhood !
0,this place has really gone down hill in the past 3-4 years .
1,"he has a sense of humor , is personable , and professional ."
0,just bad service .
1,"my friend orders a latte , and she says it 's done perfectly though ."
0,"it had huge chunks of tomatoes , sausage , and cheese ."
1,what a great find !
1,they were very friendly and accommodating .
0,this review is more for the repair end of bbb .
1,great food at cheap prices .
1,great wings and the buffalo chicken pizza is the best i 've had .
1,casbah is great !
0,i have never been treated so terrible in my whole life .
0,"when make turns , there is noise from front wheel ."
1,"overall , an enjoyable place at which i am a regular ."
1,it takes decades of good food and good vibes .
0,being treated extremely rudely by reception was the final straw .
1,both of them were gorgeous and lasted a long time !
1,they got you covered .
1,staff was pretty efficient and fast .
1,the service is great and friendly .
0,i would caution against this rental company .
0,hoping to get a different vet next time i took my other cat there .
0,the new tuna tartare appetizer was the highlight of our night .
1,this is a great place to eat and everyone is so friendly .
1,very good .
0,it really is a pittsburgh staple but come on ... .
1,i pretty much like them all .
1,will definitely be back .
0,also the restaurant is not really clean either .
1,veggie omelet with cheese is my favorite !
0,"after further consideration , this store does not deserve a _num_ star review ."
1,they have a wide selection and now take credit cards .
0,on my own dish i had the classic mac n ' chicken .
1,i have referred many friends and family and they all say the same .
1,great selection of beers especially the seasonal ones !
0,wish me luck guys .
0,it was n't the cut .
0,_num_ .
1,their icing is next level and perfect .
0,very disappointed with this place .
1,i would recommend going here .
0,bill was $ _num_ without tax -- pricey by my standards for this experience .
0,wake up or you are going to lose your business .
1,love this place !
0,"however , each year the crowd seems to get smaller and smaller ."
1,i would absolutely recommend them to all my friends .
1,"fast , reliable , and great work done ."
1,reliable .
0,"needless to say , i will not be coming back to this place ."
1,waitress was friendly and very helpful without being intrusive during the show at all .
0,shortly after returning home she started to cough and gag like .
0,"when i started to eat , it tasted just as odd ."
1,great food .
0,but got the invoice three days before i got the estimate .
1,nice & quiet shop on lincoln ave .
0,"for a sandwich advertised to have delicious bacon , this fell way short ."
0,there 's nothing really wrong with it .
1,i love their side salad ... .
1,"quick service , amazing coffee , nice vibe ."
0,you 're not going every which way to try and find things .
0,i could n't believe it .
0,"this was an expensive skirt , completely ruined ."
0,not even a ceiling fan in sight .
0,lame as heck .
1,tim has won a loyal customer with that kind of service .
0,"yuk , i said that 's disgusting people have to eat that ."
1,the staff is exceptional here .
0,"it took about _num_ minutes , minimum , to get our first drinks ."
0,take the extra _num_ minutes to drive to the south hills location .
1,their customer service is outstanding .
0,"grilled cheese , salad and a quesadilla should n't take that long ."
0,_num_ staff members yelled .
1,and a nice earl gray tea thrown in for good measure .
0,i am definitely going elsewhere next time .
0,do not bring your car here .
1,good food - great atmosphere !
1,this has been a favorite for years .
